"","Geneid","gene_name","M1_1","M1_2","M1_3","M2_1","M2_2","M2_3"
"19648","ENSG00000229917","RPL7P46",0,0,0,2,0,1
"19649","ENSG00000262020","RP11-66H6.3",0,0,2,0,0,0
"19650","ENSG00000263033","RP11-396B14.2",3,3,1,1,1,5
"19651","ENSG00000263179","HNRNPCP4",3,3,1,2,4,4
"19652","ENSG00000175643","RMI2",95,187,128,214,80,255
"19653","ENSG00000185338","SOCS1",61,132,196,473,174,587
"19654","ENSG00000178279","TNP2",0,0,0,0,0,0
"19655","ENSG00000178257","PRM3",0,0,0,0,0,0
"19656","ENSG00000212228","SNORA48",0,0,0,0,0,0
"19657","ENSG00000122304","PRM2",0,0,0,0,0,0
"19658","ENSG00000175646","PRM1",0,0,0,0,0,0
"19659","ENSG00000238409","snoU13",0,0,0,0,0,0
"19660","ENSG00000221801","MIR548H2",0,0,0,0,0,0
"19661","ENSG00000199668","Y_RNA",1,0,0,0,0,0
"19662","ENSG00000263080","RP11-485G7.5",0,1,0,2,0,2
"19663","ENSG00000262703","RP11-485G7.6",1,4,0,6,2,8
"19664","ENSG00000238774","AC009121.1",0,0,0,0,0,0
"19665","ENSG00000188897","CTD-3088G3.8",32,73,38,87,19,84
"19666","ENSG00000262636","CTD-3088G3.4",1,7,3,7,1,10
"19667","ENSG00000262999","CTD-3088G3.6",0,1,0,1,1,0
"19668","ENSG00000272310","snoU13",0,0,0,1,0,0
"19669","ENSG00000265731","RN7SL522P",0,0,0,0,0,0
"19670","ENSG00000189067","LITAF",2948,7028,4009,10614,2730,9327
"19671","ENSG00000184602","SNN",197,773,649,1600,442,1500
"19672","ENSG00000153066","TXNDC11",582,977,481,1457,361,998
"19673","ENSG00000262420","RP11-490O6.2",1,3,3,0,0,1
"19674","ENSG00000122299","ZC3H7A",649,943,525,1995,588,1508
"19675","ENSG00000262117","BCAR4",0,0,0,0,0,0
"19676","ENSG00000171490","RSL1D1",1506,1623,1126,2909,879,3533
"19677","ENSG00000263307","RP11-166B2.8",2,1,2,6,1,9
"19678","ENSG00000103342","GSPT1",1127,1461,890,3371,842,2804
"19679","ENSG00000261560","RP11-166B2.3",7,7,2,10,3,9
"19680","ENSG00000260318","COX6CP1",3,2,2,5,0,4
"19681","ENSG00000261216","RP11-166B2.5",2,2,0,8,1,1
"19682","ENSG00000266163","AC007216.1",0,0,0,0,0,0
"19683","ENSG00000234719","RP11-166B2.1",1,14,1,2,12,2
"19684","ENSG00000048462","TNFRSF17",0,0,0,4,0,0
"19685","ENSG00000269121","AC007216.2",0,0,0,0,0,0
"19686","ENSG00000260224","UBL5P4",0,0,0,0,1,0
"19687","ENSG00000048471","SNX29",441,723,326,6458,1098,2248
"19688","ENSG00000260488","RP11-166B2.7",1,0,0,2,0,1
"19689","ENSG00000241641","RPS23P6",0,0,0,0,1,1
"19690","ENSG00000175604","RP11-276H1.3",0,1,0,2,0,2
"19691","ENSG00000261293","RP11-276H1.2",0,0,0,0,0,2
"19692","ENSG00000238685","ACA64",0,0,0,0,0,0
"19693","ENSG00000261394","RP11-165M1.3",1,0,0,2,0,1
"19694","ENSG00000260723","RP11-165M1.2",1,0,1,0,1,1
"19695","ENSG00000260601","RP11-552C15.1",2,1,1,3,0,0
"19696","ENSG00000259876","CTD-3037G24.4",0,0,0,3,1,0
"19697","ENSG00000259899","CTD-3037G24.3",0,1,1,7,0,2
"19698","ENSG00000103381","CPPED1",869,901,527,2944,390,1650
"19699","ENSG00000264733","MIR4718",0,0,0,0,0,0
"19700","ENSG00000260378","CTD-2583P5.1",0,0,0,0,0,0
"19701","ENSG00000261158","CTD-2583P5.3",0,1,0,0,0,0
"19702","ENSG00000199474","SNORA27",0,0,0,0,0,0
"19703","ENSG00000241932","RP11-14K2.1",1,1,0,0,0,1
"19704","ENSG00000237515","SHISA9",0,0,0,0,0,1
"19705","ENSG00000263984","AC092380.1",0,0,0,0,0,0
"19706","ENSG00000262116","AC009134.1",0,0,0,0,0,0
"19707","ENSG00000262801","U91319.1",0,0,0,0,0,0
"19708","ENSG00000262011","AC003009.1",0,0,0,0,0,0
"19709","ENSG00000262235","AC003009.2",0,0,0,0,0,0
"19710","ENSG00000262267","U95743.1",0,0,0,0,0,0
"19711","ENSG00000175595","ERCC4",231,183,71,341,78,198
"19712","ENSG00000242307","RPS26P52",0,1,0,0,0,1
"19713","ENSG00000262732","CTD-2135D7.2",3,0,2,1,1,4
"19714","ENSG00000263234","CTD-2135D7.3",0,0,0,0,0,0
"19715","ENSG00000262097","CTD-2135D7.5",86,55,27,45,4,122
"19716","ENSG00000261856","CTD-2135D7.4",0,0,0,0,0,0
"19717","ENSG00000186260","MKL2",463,302,85,521,143,317
"19718","ENSG00000262529","CTA-276F8.2",0,0,0,0,0,0
"19719","ENSG00000262470","TVP23CP2",1,0,0,0,0,0
"19720","ENSG00000257026","AC040173.1",0,0,0,0,0,0
"19721","ENSG00000201075","Y_RNA",0,0,0,0,0,0
"19722","ENSG00000262454","RP11-65J21.3",2,3,0,5,11,37
"19723","ENSG00000207639","MIR193B",0,1,0,0,0,0
"19724","ENSG00000199130","MIR365A",0,0,0,0,0,0
"19725","ENSG00000260009","RP11-65J21.1",0,0,0,0,0,0
"19726","ENSG00000263257","RP11-65J21.4",0,0,0,0,0,1
"19727","ENSG00000140694","PARN",338,484,351,1254,238,957
"19728","ENSG00000198388","AC092291.1",0,0,0,1,0,0
"19729","ENSG00000269049","AC092291.2",0,0,0,0,0,0
"19730","ENSG00000242430","RN7SL274P",0,0,0,0,0,0
"19731","ENSG00000103429","BFAR",579,705,396,1005,339,1026
"19732","ENSG00000238964","RNU7-125P",0,0,0,0,0,0
"19733","ENSG00000069764","PLA2G10",2,4,0,4,2,1
"19734","ENSG00000261523","RP11-82O18.2",0,0,0,0,0,0
"19735","ENSG00000224712","NPIPA3",0,1,0,2,0,3
"19736","ENSG00000254609","RP11-719K4.3",0,0,0,0,0,0
"19737","ENSG00000261695","RP11-719K4.6",0,0,0,0,0,0
"19738","ENSG00000254852","NPIPA2",0,0,0,4,1,3
"19739","ENSG00000255037","RP11-680G24.1",0,0,0,0,0,0
"19740","ENSG00000255277","ABCC6P2",0,0,0,0,0,0
"19741","ENSG00000103512","NOMO1",236,287,228,841,180,427
"19742","ENSG00000270734","RP11-719K4.7",0,1,0,0,0,0
"19743","ENSG00000257264","MIR3179-1",0,0,0,0,1,0
"19744","ENSG00000263918","MIR3670-1",0,0,0,0,0,0
"19745","ENSG00000258354","MIR3180-1",0,1,3,0,0,1
"19746","ENSG00000265537","hsa-mir-3180-3",0,0,0,0,0,0
"19747","ENSG00000183458","RP11-958N24.1",36,61,19,156,44,94
"19748","ENSG00000207425","Y_RNA",12,15,3,27,8,25
"19749","ENSG00000183426","NPIPA1",49,47,14,134,41,43
"19750","ENSG00000179889","PDXDC1",845,1254,505,3076,713,1693
"19751","ENSG00000261819","RP11-680G24.4",4,6,5,15,4,13
"19752","ENSG00000238728","MIR1972-1",0,1,0,0,0,1
"19753","ENSG00000260872","RP11-680G24.5",11,7,6,17,5,12
"19754","ENSG00000157045","NTAN1",390,543,430,2110,487,1598
"19755","ENSG00000085721","RRN3",316,528,325,854,255,696
"19756","ENSG00000260735","RP11-72I8.1",5,0,0,3,1,1
"19757","ENSG00000188599","NPIPP1",21,23,9,65,23,42
"19758","ENSG00000270580","RP11-1186N24.5",1,9,5,5,5,13
"19759","ENSG00000250251","PKD1P6",54,100,30,246,81,146
"19760","ENSG00000207294","Y_RNA",0,0,0,1,0,0
"19761","ENSG00000264115","hsa-mir-3180-4",0,0,0,0,0,0
"19762","ENSG00000257391","MIR3180-4",0,1,0,0,0,0
"19763","ENSG00000264182","AC126763.1",0,0,0,0,0,0
"19764","ENSG00000183793","NPIPA5",16,26,21,51,19,82
"19765","ENSG00000261130","RP11-1021N1.1",0,0,0,0,0,0
"19766","ENSG00000156968","MPV17L",1,3,9,3,2,9
"19767","ENSG00000166780","C16orf45",50,30,11,64,9,25
"19768","ENSG00000166783","KIAA0430",2121,2695,1041,2569,856,2664
"19769","ENSG00000257769","CTB-193M12.1",0,0,0,1,0,2
"19770","ENSG00000072864","NDE1",378,420,146,521,153,374
"19771","ENSG00000272213","MIR484",0,0,0,0,0,0
"19772","ENSG00000262380","CTB-193M12.3",0,1,2,2,0,3
"19773","ENSG00000133392","MYH11",28,22,5,61,13,29
"19774","ENSG00000263335","AF001548.5",21,8,6,22,3,10
"19775","ENSG00000263065","AF001548.6",0,0,0,1,1,1
"19776","ENSG00000133393","FOPNL",335,406,303,690,248,702
"19777","ENSG00000206778","RNU6-213P",0,0,0,0,1,1
"19778","ENSG00000262171","CTA-972D3.2",0,1,1,1,1,0
"19779","ENSG00000215003","RPL15P20",0,0,1,0,1,1
"19780","ENSG00000103222","ABCC1",1905,1490,733,4980,845,2609
"19781","ENSG00000241067","RPL17P40",0,0,0,0,0,0
"19782","ENSG00000091262","ABCC6",56,77,15,28,12,38
"19783","ENSG00000262332","RP11-517A5.7",0,1,0,0,1,0
"19784","ENSG00000103226","NOMO3",128,207,37,233,59,80
"19785","ENSG00000263029","RP11-517A5.6",0,0,0,0,0,1
"19786","ENSG00000262848","RP11-517A5.5",0,0,0,0,0,0
"19787","ENSG00000263198","RP11-517A5.4",0,0,0,0,0,0
"19788","ENSG00000257381","MIR3179-2",0,0,0,0,0,0
"19789","ENSG00000264722","MIR3670-2",0,0,0,0,0,0
"19790","ENSG00000257366","MIR3180-2",0,0,0,0,0,0
"19791","ENSG00000265373","hsa-mir-3180-3",0,0,0,0,0,0
"19792","ENSG00000244257","PKD1P1",1,1,0,4,0,0
"19793","ENSG00000206706","Y_RNA",0,0,0,0,0,0
"19794","ENSG00000183889","NPIPA7",3,6,0,15,4,6
"19795","ENSG00000227827","RP11-958N24.2",24,69,10,73,47,42
"19796","ENSG00000214967","NPIPA7",1,0,0,0,0,0
"19797","ENSG00000261181","RP11-467M13.2",0,0,0,0,0,0
"19798","ENSG00000261362","RP11-467M13.3",0,0,0,0,0,0
"19799","ENSG00000264752","RN7SL90P",0,0,0,0,0,0
"19800","ENSG00000260126","RP11-14N9.2",0,0,0,0,0,0
"19801","ENSG00000261748","RP11-419L9.1",0,0,0,0,0,0
"19802","ENSG00000260675","CTD-2576D5.3",0,0,0,0,0,1
"19803","ENSG00000260405","CTD-2576D5.2",0,0,0,0,0,0
"19804","ENSG00000103489","XYLT1",69,365,79,914,538,1091
"19805","ENSG00000261448","CTD-2576D5.4",0,0,0,1,0,0
"19806","ENSG00000260945","RP11-916L7.1",0,0,0,0,0,0
"19807","ENSG00000261555","CTD-3229J4.1",0,0,0,0,0,0
"19808","ENSG00000228071","RPL7P47",3,1,1,2,1,6
"19809","ENSG00000259929","CTA-481E9.4",0,0,0,0,0,0
"19810","ENSG00000260242","CTA-481E9.3",0,0,0,0,0,0
"19811","ENSG00000260933","RP11-164A6.1",0,0,0,1,0,0
"19812","ENSG00000214940","NPIPA8",0,1,0,0,0,0
"19813","ENSG00000205746","RP11-1212A22.1",18,8,11,37,6,45
"19814","ENSG00000233024","NPIPA7",1,0,0,1,0,0
"19815","ENSG00000254681","PKD1P5",0,7,25,19,4,160
"19816","ENSG00000206927","Y_RNA",1,0,0,0,0,0
"19817","ENSG00000257563","MIR3180-3",0,0,0,0,0,0
"19818","ENSG00000266291","hsa-mir-3180-3",0,0,0,0,0,0
"19819","ENSG00000265776","hsa-mir-3670-2",0,0,0,0,0,0
"19820","ENSG00000257527","MIR3179-3",0,0,0,0,0,0
"19821","ENSG00000266454","MIR3179-3",0,0,0,0,0,0
"19822","ENSG00000185164","NOMO2",174,196,78,394,80,170
"19823","ENSG00000262974","RP11-457I16.4",0,0,0,0,0,0
"19824","ENSG00000260550","RP11-457I16.2",0,0,0,0,0,0
"19825","ENSG00000256340","ABCC6P1",1,1,0,0,1,3
"19826","ENSG00000134419","RPS15A",969,1443,986,2502,804,3234
"19827","ENSG00000260342","RP11-1035H13.3",0,0,0,0,0,0
"19828","ENSG00000170540","ARL6IP1",1656,2502,2392,4704,1290,4828
"19829","ENSG00000260017","RP11-1035H13.2",1,1,0,2,0,1
"19830","ENSG00000157106","SMG1",2172,1933,1439,4417,891,2781
"19831","ENSG00000238329","snoU13",0,0,0,1,0,0
"19832","ENSG00000260352","CTD-2288F12.1",0,1,0,4,0,1
"19833","ENSG00000265515","AC092287.1",0,0,0,1,0,0
"19834","ENSG00000170537","TMC7",0,0,0,1,0,0
"19835","ENSG00000207167","RNU6-1340P",0,0,0,0,0,0
"19836","ENSG00000261465","RP11-626G11.5",0,0,0,0,0,0
"19837","ENSG00000261357","RP11-626G11.1",0,0,0,0,0,0
"19838","ENSG00000167186","COQ7",73,92,79,374,68,275
"19839","ENSG00000260430","RP11-626G11.4",5,4,5,2,2,15
"19840","ENSG00000205730","ITPRIPL2",748,705,601,2724,372,1633
"19841","ENSG00000261427","CTD-2349B8.1",0,1,0,1,1,3
"19842","ENSG00000261759","RP11-626G11.3",0,0,0,0,0,0
"19843","ENSG00000103528","SYT17",44,24,27,444,75,784
"19844","ENSG00000261210","CLEC19A",0,0,0,2,1,4
"19845","ENSG00000188477","AC003003.5",0,0,1,467,8,356
"19846","ENSG00000259871","CTA-363E6.1",0,0,0,31,0,68
"19847","ENSG00000259925","CTA-363E6.2",0,0,0,0,0,0
"19848","ENSG00000103534","TMC5",2,2,1,27,3,8
"19849","ENSG00000260681","CTA-363E6.5",0,0,0,0,0,0
"19850","ENSG00000260592","CTA-363E6.6",0,0,0,1,0,0
"19851","ENSG00000222750","RNU4-46P",0,0,0,0,0,0
"19852","ENSG00000260934","CTA-363E6.7",0,0,0,0,0,0
"19853","ENSG00000006007","GDE1",804,1262,644,2760,685,1957
"19854","ENSG00000103540","CCP110",256,398,196,591,229,532
"19855","ENSG00000103544","C16orf62",254,241,178,1928,277,762
"19856","ENSG00000103550","KNOP1",33,93,22,156,98,110
"19857","ENSG00000261312","AC002550.5",0,0,0,0,0,0
"19858","ENSG00000174628","IQCK",10,19,20,84,4,58
"19859","ENSG00000261195","CTD-2380F24.1",1,0,0,5,1,1
"19860","ENSG00000261939","CTC-496I23.1",0,0,0,0,0,0
"19861","ENSG00000167191","GPRC5B",3,33,23,38,6,19
"19862","ENSG00000265524","AC134300.1",0,0,0,0,0,0
"19863","ENSG00000180269","GPR139",0,0,0,0,0,0
"19864","ENSG00000263253","RP11-204E4.3",0,0,0,0,0,0
"19865","ENSG00000227624","SNRPEP3",0,0,0,0,0,0
"19866","ENSG00000169347","GP2",0,0,0,0,0,0
"19867","ENSG00000169344","UMOD",0,0,0,0,0,0
"19868","ENSG00000169340","PDILT",0,0,0,0,0,0
"19869","ENSG00000263237","RP11-429K17.1",0,0,0,0,0,0
"19870","ENSG00000183549","ACSM5",3,1,1,122,7,47
"19871","ENSG00000262995","CTD-2194A8.2",0,0,0,0,0,0
"19872","ENSG00000183747","ACSM2A",0,0,0,0,0,0
"19873","ENSG00000267824","AC137056.1",0,0,0,0,0,0
"19874","ENSG00000066813","ACSM2B",0,0,0,0,0,0
"19875","ENSG00000260201","RP11-143N13.2",0,0,0,0,0,0
"19876","ENSG00000260762","RP11-143N13.1",0,0,0,0,0,0
"19877","ENSG00000005187","ACSM3",8,19,4,74,7,76
"19878","ENSG00000166743","ACSM1",5,3,1,27,3,42
"19879","ENSG00000066654","THUMPD1",651,1002,624,1557,518,1375
"19880","ENSG00000260510","AC004381.7",0,3,0,8,0,6
"19881","ENSG00000196678","ERI2",125,139,139,447,141,372
"19882","ENSG00000200893","RNU6-944P",0,0,0,1,0,0
"19883","ENSG00000005189","AC004381.6",18,28,21,74,21,92
"19884","ENSG00000188215","DCUN1D3",531,955,792,850,402,1540
"19885","ENSG00000102897","LYRM1",275,368,207,551,171,406
"19886","ENSG00000158486","DNAH3",6,6,3,82,3,9
"19887","ENSG00000263331","CTC-508F8.1",0,0,0,0,0,0
"19888","ENSG00000011638","TMEM159",134,210,138,504,198,681
"19889","ENSG00000262983","AF001550.7",1,0,0,0,0,0
"19890","ENSG00000103310","ZP2",0,0,1,0,0,0
"19891","ENSG00000175311","ANKS4B",0,0,1,0,0,1
"19892","ENSG00000103316","CRYM",1,0,3,3,0,2
"19893","ENSG00000189149","CRYM-AS1",4,2,10,21,2,11
"19894","ENSG00000257403","CTD-2547E10.3",0,0,0,0,1,1
"19895","ENSG00000158482","SNX29P1",1,0,0,2,0,5
"19896","ENSG00000169246","NPIPB3",41,73,25,142,38,149
"19897","ENSG00000180747","CTD-2547E10.2",43,72,34,134,33,94
"19898","ENSG00000238954","snoU13",0,0,0,0,0,0
"19899","ENSG00000265462","MIR3680-1",0,1,2,1,0,0
"19900","ENSG00000258186","SLC7A5P2",0,0,0,0,0,0
"19901","ENSG00000257639","CTB-31N19.2",0,0,0,0,0,0
"19902","ENSG00000271609","CTB-31N19.4",0,0,0,0,0,0
"19903","ENSG00000252798","SCARNA6",0,0,0,0,0,0
"19904","ENSG00000197006","METTL9",3183,4327,2251,1725,817,2778
"19905","ENSG00000261596","CTB-31N19.3",112,159,70,136,75,309
"19906","ENSG00000140749","IGSF6",848,1263,1039,5109,649,3193
"19907","ENSG00000207248","RNU6-1005P",6,2,0,2,1,4
"19908","ENSG00000207042","RNU6-196P",2,2,0,5,0,1
"19909","ENSG00000155719","OTOA",1,5,5,55,1,15
"19910","ENSG00000260306","RP11-645C24.5",4,4,5,108,6,10
"19911","ENSG00000248124","RRN3P1",73,77,72,1092,93,359
"19912","ENSG00000185864","NPIPB4",79,82,47,217,57,212
"19913","ENSG00000185710","RP11-645C24.2",1,3,0,4,0,4
"19914","ENSG00000238712","snoU13",0,0,0,0,0,0
"19915","ENSG00000257408","RP11-645C24.4",1,0,0,0,0,0
"19916","ENSG00000140740","UQCRC2",1595,2099,1709,5210,1248,4301
"19917","ENSG00000155714","PDZD9",1,2,1,3,0,3
"19918","ENSG00000260395","CTD-2649C14.1",0,0,0,1,0,0
"19919","ENSG00000185716","C16orf52",91,91,32,225,65,136
"19920","ENSG00000260277","RP11-101E7.2",1,0,0,4,0,0
"19921","ENSG00000175267","VWA3A",1,0,1,5,0,9
"19922","ENSG00000183921","SDR42E2",1,1,2,0,0,0
"19923","ENSG00000103319","EEF2K",210,280,244,3294,683,1839
"19924","ENSG00000261113","RP11-141O15.1",3,9,5,98,22,62
"19925","ENSG00000058600","POLR3E",155,190,131,669,186,397
"19926","ENSG00000140743","CDR2",56,62,57,658,78,232
"19927","ENSG00000260635","RP11-21M24.3",0,2,1,3,0,4
"19928","ENSG00000260790","RP11-21M24.2",0,2,3,1,0,1
"19929","ENSG00000230872","AC092338.5",4,0,2,6,1,5
"19930","ENSG00000257122","RRN3P3",25,27,26,99,10,53
"19931","ENSG00000237296","SMG1P1",20,13,11,49,11,32
"19932","ENSG00000243716","NPIPB5",52,117,33,188,42,140
"19933","ENSG00000239172","snoU13",0,0,0,0,0,0
"19934","ENSG00000257838","RP11-368J21.3",0,1,3,15,1,4
"19935","ENSG00000260973","RP11-105C19.2",0,0,0,0,0,7
"19936","ENSG00000260905","RP11-105C19.1",3,0,0,21,2,0
"19937","ENSG00000265058","RN7SL245P",0,0,0,0,0,0
"19938","ENSG00000122254","HS3ST2",2,1,1,400,12,58
"19939","ENSG00000261090","RP11-20G6.2",0,0,0,0,0,0
"19940","ENSG00000260566","RP11-20G6.3",0,0,0,0,0,0
"19941","ENSG00000103404","USP31",67,96,69,347,43,211
"19942","ENSG00000166828","SCNN1G",0,0,0,0,0,0
"19943","ENSG00000260741","CTC-391G2.1",0,0,0,0,0,0
"19944","ENSG00000168447","SCNN1B",0,0,0,0,0,0
"19945","ENSG00000168434","COG7",158,298,192,526,168,470
"19946","ENSG00000252838","RN7SKP23",1,3,0,4,2,6
"19947","ENSG00000212593","SNORA75",0,0,0,0,0,0
"19948","ENSG00000259782","CTD-2270L9.2",1,3,3,2,1,3
"19949","ENSG00000260136","CTD-2270L9.4",2,3,2,16,2,0
"19950","ENSG00000103365","GGA2",1702,2782,886,5228,1403,3505
"19951","ENSG00000261528","AC002400.1",4,7,9,6,1,0
"19952","ENSG00000103356","EARS2",71,55,34,511,60,248
"19953","ENSG00000260247","SUB1P4",0,0,0,0,0,0
"19954","ENSG00000103353","UBFD1",206,209,146,817,168,505
"19955","ENSG00000260751","CTD-2196E14.6",9,8,5,23,8,24
"19956","ENSG00000004779","NDUFAB1",195,262,303,709,152,551
"19957","ENSG00000083093","PALB2",157,141,144,432,102,356
"19958","ENSG00000261723","CTD-2196E14.3",1,1,1,2,0,2
"19959","ENSG00000166847","DCTN5",424,702,559,1623,390,1531
"19960","ENSG00000260482","CTD-2196E14.9",28,47,35,139,30,142
"19961","ENSG00000259806","CTD-2196E14.4",5,17,11,17,9,36
"19962","ENSG00000166851","PLK1",21,27,20,43,14,54
"19963","ENSG00000261266","CTD-2196E14.5",0,0,0,0,0,1
"19964","ENSG00000134398","ERN2",0,1,0,0,1,0
"19965","ENSG00000261583","CTD-2385L22.1",0,0,0,0,0,0
"19966","ENSG00000166869","CHP2",0,0,0,0,0,0
"19967","ENSG00000166501","PRKCB",2135,1330,653,1254,349,1225
"19968","ENSG00000260264","AC004125.3",0,0,0,0,0,0
"19969","ENSG00000006116","CACNG3",0,0,0,0,0,0
"19970","ENSG00000201541","SNORA1",0,0,0,0,0,0
"19971","ENSG00000239081","RNU7-24P",0,0,0,0,0,0
"19972","ENSG00000264465","AC008938.1",0,0,0,0,0,0
"19973","ENSG00000260072","CTD-2313J23.1",0,1,0,0,0,0
"19974","ENSG00000122257","RBBP6",1092,1586,968,2138,1004,2304
"19975","ENSG00000259888","CTD-2540M10.1",0,0,0,1,0,0
"19976","ENSG00000224310","AC012317.1",0,0,0,0,0,0
"19977","ENSG00000090905","TNRC6A",623,779,373,1444,421,1179
"19978","ENSG00000261669","CTD-2515A14.1",3,2,0,5,0,2
"19979","ENSG00000158865","SLC5A11",3,0,1,2,0,4
"19980","ENSG00000140750","ARHGAP17",581,899,446,1649,267,1154
"19981","ENSG00000256439","AC008731.1",0,0,0,0,0,0
"19982","ENSG00000260714","RP11-266L9.1",1,2,2,0,0,0
"19983","ENSG00000262587","RP11-266L9.4",2,5,0,11,2,11
"19984","ENSG00000262155","RP11-266L9.5",14,7,3,16,7,10
"19985","ENSG00000271105","SCML2P2",2,2,2,8,4,5
"19986","ENSG00000263326","RP11-266L9.6",11,3,1,13,2,15
"19987","ENSG00000260448","RP11-449H11.1",2,2,1,21,5,6
"19988","ENSG00000262700","RP11-266L9.3",3,1,1,10,0,1
